,GEOID_Data,facility_type,X.1,X,FID,OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area,area_sqr_m,land_ratio,ORIG_FID,POINT_X,POINT_Y,facility_name,facility_lat,facility_lng,distance_rank,Dist_km_bm,Dur_min_bm,Dist_km_rt,Dur_min_rt,time,Dist_km_rg,Dur_min_rg
6004,14000US39035171205,center,3129,13289,588,53074,39,35,171205,39035171205,1712.05,Census Tract 1712.05,G5020,S,1788880,0,41.3987976,-81.5698293,0.071682589,0.000192609,0.69069,1,588,-81.56982936,41.3987973,Cleveland Downtown,41.5047834,-81.6856808,0,20.531,21.65,20.531,23.5,1/19/2019 16:00,20.531,22.15
6008,14000US39035171205,fire,1859,9291,588,53074,39,35,171205,39035171205,1712.05,Census Tract 1712.05,G5020,S,1788880,0,41.3987976,-81.5698293,0.071682589,0.000192609,0.69069,1,588,-81.56982936,41.3987973,Maple Heights Fire Prevention,41.4039496,-81.5757196,0,1.12,2.966666667,1.12,2.95,1/19/2019 16:00,1.12,2.983333333
6009,14000US39035171205,grocery,1224,6116,588,53074,39,35,171205,39035171205,1712.05,Census Tract 1712.05,G5020,S,1788880,0,41.3987976,-81.5698293,0.071682589,0.000192609,0.69069,1,588,-81.56982936,41.3987973,Mr Z Beverage & Deli,41.407665,-81.558657,0,2.575,4.683333333,2.575,4.566666667,1/19/2019 16:00,2.575,4.75
6013,14000US39035171205,hospital,589,2941,588,53074,39,35,171205,39035171205,1712.05,Census Tract 1712.05,G5020,S,1788880,0,41.3987976,-81.5698293,0.071682589,0.000192609,0.69069,1,588,-81.56982936,41.3987973,University Hospitals Bedford Medical Center,41.395153,-81.534437,0,3.789,7.1,3.789,7.2,1/19/2019 16:00,3.789,7.116666667
6020,14000US39035171205,police,2494,12466,588,53074,39,35,171205,39035171205,1712.05,Census Tract 1712.05,G5020,S,1788880,0,41.3987976,-81.5698293,0.071682589,0.000192609,0.69069,1,588,-81.56982936,41.3987973,Maple Heights Police Department,41.414745,-81.5654942,0,3.712,6.933333333,3.712,6.8,1/19/2019 16:00,3.712,6.933333333
6022,14000US39035171206,center,2876,13036,335,51847,39,35,171206,39035171206,1712.06,Census Tract 1712.06,G5020,S,1771511,0,41.3906512,-81.5759797,0.060904124,0.000190715,0.683984,1,335,-81.57597958,41.39065117,Cleveland Downtown,41.5047834,-81.6856808,0,19.848,21.61666667,19.848,22.73333333,1/19/2019 16:00,19.848,21.6
6027,14000US39035171206,fire,1606,8026,335,51847,39,35,171206,39035171206,1712.06,Census Tract 1712.06,G5020,S,1771511,0,41.3906512,-81.5759797,0.060904124,0.000190715,0.683984,1,335,-81.57597958,41.39065117,Maple Heights Fire Prevention,41.4039496,-81.5757196,0,1.541,3.283333333,1.541,3.433333333,1/19/2019 16:00,1.541,3.15
6031,14000US39035171206,grocery,971,4851,335,51847,39,35,171206,39035171206,1712.06,Census Tract 1712.06,G5020,S,1771511,0,41.3906512,-81.5759797,0.060904124,0.000190715,0.683984,1,335,-81.57597958,41.39065117,Marc's Stores,41.398374,-81.595173,0,2.32,4.6,2.32,4.516666667,1/19/2019 16:00,2.32,4.466666667
6035,14000US39035171206,hospital,336,1676,335,51847,39,35,171206,39035171206,1712.06,Census Tract 1712.06,G5020,S,1771511,0,41.3906512,-81.5759797,0.060904124,0.000190715,0.683984,1,335,-81.57597958,41.39065117,University Hospitals Bedford Medical Center,41.395153,-81.534437,0,3.817,6.683333333,3.817,6.933333333,1/19/2019 16:00,3.817,6.583333333
6039,14000US39035171206,police,2241,11201,335,51847,39,35,171206,39035171206,1712.06,Census Tract 1712.06,G5020,S,1771511,0,41.3906512,-81.5759797,0.060904124,0.000190715,0.683984,1,335,-81.57597958,41.39065117,Maple Heights Police Department,41.414745,-81.5654942,0,4.97,8.783333333,4.97,8.633333333,1/19/2019 16:00,4.97,8.566666667
6044,14000US39035172101,center,3130,13290,589,53075,39,35,172101,39035172101,1721.01,Census Tract 1721.01,G5020,S,1278499,0,41.5253833,-81.4681882,0.047160592,0.000137921,0.493631,1,589,-81.46818816,41.5253834,Cleveland Downtown,41.5047834,-81.6856808,0,34.715,27.18333333,34.715,32.08333333,1/19/2019 16:00,34.715,27.65
6048,14000US39035172101,fire,1860,9296,589,53075,39,35,172101,39035172101,1721.01,Census Tract 1721.01,G5020,S,1278499,0,41.5253833,-81.4681882,0.047160592,0.000137921,0.493631,1,589,-81.46818816,41.5253834,Mayfield Heights Fire Department,41.5195321,-81.4578798,0,1.453,3.433333333,1.453,3.133333333,1/19/2019 16:00,1.453,3.15
6050,14000US39035172101,grocery,1225,6121,589,53075,39,35,172101,39035172101,1721.01,Census Tract 1721.01,G5020,S,1278499,0,41.5253833,-81.4681882,0.047160592,0.000137921,0.493631,1,589,-81.46818816,41.5253834,Yeleseyevsky Deli,41.5197783,-81.4676272,0,0.692,2.383333333,0.692,2.366666667,1/19/2019 16:00,0.692,2.4
6056,14000US39035172101,hospital,590,2946,589,53075,39,35,172101,39035172101,1721.01,Census Tract 1721.01,G5020,S,1278499,0,41.5253833,-81.4681882,0.047160592,0.000137921,0.493631,1,589,-81.46818816,41.5253834,St. Vincent Charity Medical Center,41.5021165,-81.475643,0,4.212,7.133333333,4.212,6.816666667,1/19/2019 16:00,4.212,7.15
6057,14000US39035172101,police,2495,12471,589,53075,39,35,172101,39035172101,1721.01,Census Tract 1721.01,G5020,S,1278499,0,41.5253833,-81.4681882,0.047160592,0.000137921,0.493631,1,589,-81.46818816,41.5253834,Mayfield Heights Police Department,41.5195321,-81.4578798,0,1.453,3.433333333,1.453,3.1,1/19/2019 16:00,1.453,3.15
6064,14000US39035172102,center,3131,13291,590,53076,39,35,172102,39035172102,1721.02,Census Tract 1721.02,G5020,S,1770896,0,41.5257242,-81.453135,0.058123319,0.000191041,0.683747,1,590,-81.45313503,41.52572429,Cleveland Downtown,41.5047834,-81.6856808,0,35.55,25.8,35.55,31.5,1/19/2019 16:00,35.55,26.18333333
6068,14000US39035172102,fire,1861,9301,590,53076,39,35,172102,39035172102,1721.02,Census Tract 1721.02,G5020,S,1770896,0,41.5257242,-81.453135,0.058123319,0.000191041,0.683747,1,590,-81.45313503,41.52572429,Mayfield Heights Fire Department,41.5195321,-81.4578798,0,0.979,2.233333333,0.979,2.033333333,1/19/2019 16:00,0.979,2.1
6072,14000US39035172102,grocery,1226,6126,590,53076,39,35,172102,39035172102,1721.02,Census Tract 1721.02,G5020,S,1770896,0,41.5257242,-81.453135,0.058123319,0.000191041,0.683747,1,590,-81.45313503,41.52572429,Giant Eagle Supermarket,41.5216611,-81.4525635,0,0.892,2.833333333,0.892,2.766666667,1/19/2019 16:00,0.892,2.75
6076,14000US39035172102,hospital,591,2951,590,53076,39,35,172102,39035172102,1721.02,Census Tract 1721.02,G5020,S,1770896,0,41.5257242,-81.453135,0.058123319,0.000191041,0.683747,1,590,-81.45313503,41.52572429,Cleveland Clinic - Hillcrest Hospital,41.5192713,-81.4349723,0,2.462,6.616666667,2.462,5.616666667,1/19/2019 16:00,2.462,5.833333333
6078,14000US39035172102,police,2496,12476,590,53076,39,35,172102,39035172102,1721.02,Census Tract 1721.02,G5020,S,1770896,0,41.5257242,-81.453135,0.058123319,0.000191041,0.683747,1,590,-81.45313503,41.52572429,Mayfield Heights Police Department,41.5195321,-81.4578798,0,0.979,2.233333333,0.979,2,1/19/2019 16:00,0.979,2.1
6081,14000US39035172103,center,2862,13022,321,51820,39,35,172103,39035172103,1721.03,Census Tract 1721.03,G5020,S,1588299,0,41.5269075,-81.4389721,0.054860594,0.000171345,0.613245,1,321,-81.4389722,41.52690767,Cleveland Downtown,41.5047834,-81.6856808,0,33.536,24.28333333,33.536,31.96666667,1/19/2019 16:00,33.536,24.93333333
6087,14000US39035172103,fire,1592,7956,321,51820,39,35,172103,39035172103,1721.03,Census Tract 1721.03,G5020,S,1588299,0,41.5269075,-81.4389721,0.054860594,0.000171345,0.613245,1,321,-81.4389722,41.52690767,Mayfield Village Fire Department,41.5405098,-81.439521,0,1.546,3.25,1.546,2.816666667,1/19/2019 16:00,1.546,3.066666667
6091,14000US39035172103,grocery,957,4781,321,51820,39,35,172103,39035172103,1721.03,Census Tract 1721.03,G5020,S,1588299,0,41.5269075,-81.4389721,0.054860594,0.000171345,0.613245,1,321,-81.4389722,41.52690767,Marc's Stores,41.525084,-81.43758,0,0.325,0.95,0.325,0.866666667,1/19/2019 16:00,0.325,0.85
6094,14000US39035172103,hospital,322,1606,321,51820,39,35,172103,39035172103,1721.03,Census Tract 1721.03,G5020,S,1588299,0,41.5269075,-81.4389721,0.054860594,0.000171345,0.613245,1,321,-81.4389722,41.52690767,Cleveland Clinic - Hillcrest Hospital,41.5192713,-81.4349723,0,1.343,3.683333333,1.343,2.983333333,1/19/2019 16:00,1.343,3.25
6099,14000US39035172103,police,2227,11131,321,51820,39,35,172103,39035172103,1721.03,Census Tract 1721.03,G5020,S,1588299,0,41.5269075,-81.4389721,0.054860594,0.000171345,0.613245,1,321,-81.4389722,41.52690767,Mayfield Heights Police Department,41.5195321,-81.4578798,0,2.355,6.45,2.355,4.566666667,1/19/2019 16:00,2.355,4.9
6104,14000US39035172201,center,3132,13292,591,53077,39,35,172201,39035172201,1722.01,Census Tract 1722.01,G5020,S,2314273,0,41.5150989,-81.4613474,0.075375454,0.00024962,0.893545,1,591,-81.46134711,41.51509876,Cleveland Downtown,41.5047834,-81.6856808,0,36.129,27.16666667,36.129,32.06666667,1/19/2019 16:00,36.129,27.13333333
6108,14000US39035172201,fire,1862,9306,591,53077,39,35,172201,39035172201,1722.01,Census Tract 1722.01,G5020,S,2314273,0,41.5150989,-81.4613474,0.075375454,0.00024962,0.893545,1,591,-81.46134711,41.51509876,Mayfield Heights Fire Department,41.5195321,-81.4578798,0,0.854,2.066666667,0.854,1.8,1/19/2019 16:00,0.854,1.9
6112,14000US39035172201,grocery,1227,6131,591,53077,39,35,172201,39035172201,1722.01,Census Tract 1722.01,G5020,S,2314273,0,41.5150989,-81.4613474,0.075375454,0.00024962,0.893545,1,591,-81.46134711,41.51509876,Lakshmi Plaza,41.5195496,-81.4670768,0,1.045,3.433333333,1.045,3.433333333,1/19/2019 16:00,1.045,3.4
6116,14000US39035172201,hospital,592,2956,591,53077,39,35,172201,39035172201,1722.01,Census Tract 1722.01,G5020,S,2314273,0,41.5150989,-81.4613474,0.075375454,0.00024962,0.893545,1,591,-81.46134711,41.51509876,St. Vincent Charity Medical Center,41.5021165,-81.475643,0,2.805,4.333333333,2.805,4.133333333,1/19/2019 16:00,2.805,4.5
6117,14000US39035172201,police,2497,12481,591,53077,39,35,172201,39035172201,1722.01,Census Tract 1722.01,G5020,S,2314273,0,41.5150989,-81.4613474,0.075375454,0.00024962,0.893545,1,591,-81.46134711,41.51509876,Mayfield Heights Police Department,41.5195321,-81.4578798,0,0.854,2.066666667,0.854,1.766666667,1/19/2019 16:00,0.854,1.9
6122,14000US39035172202,center,3133,13293,592,53078,39,35,172202,39035172202,1722.02,Census Tract 1722.02,G5020,S,3847182,22520,41.508034,-81.4509085,0.108082572,0.000417345,1.4854,1,592,-81.44983369,41.5085635,Cleveland Downtown,41.5047834,-81.6856808,0,36.295,27.15,36.295,32.25,1/19/2019 16:00,36.295,27.51666667
6127,14000US39035172202,fire,1863,9311,592,53078,39,35,172202,39035172202,1722.02,Census Tract 1722.02,G5020,S,3847182,22520,41.508034,-81.4509085,0.108082572,0.000417345,1.4854,1,592,-81.44983369,41.5085635,Mayfield Heights Fire Department,41.5195321,-81.4578798,0,4.072,7.1,4.072,6.85,1/19/2019 16:00,4.072,7.016666667
6132,14000US39035172202,grocery,1228,6136,592,53078,39,35,172202,39035172202,1722.02,Census Tract 1722.02,G5020,S,3847182,22520,41.508034,-81.4509085,0.108082572,0.000417345,1.4854,1,592,-81.44983369,41.5085635,Fresh Thyme Farmers Market,41.5181656,-81.4488293,0,3.411,6.516666667,3.411,6.466666667,1/19/2019 16:00,3.411,6.6
6136,14000US39035172202,hospital,593,2961,592,53078,39,35,172202,39035172202,1722.02,Census Tract 1722.02,G5020,S,3847182,22520,41.508034,-81.4509085,0.108082572,0.000417345,1.4854,1,592,-81.44983369,41.5085635,Cleveland Clinic - Hillcrest Hospital,41.5192713,-81.4349723,0,2.967,5.716666667,2.967,5.15,1/19/2019 16:00,2.967,5.483333333
6137,14000US39035172202,police,2498,12486,592,53078,39,35,172202,39035172202,1722.02,Census Tract 1722.02,G5020,S,3847182,22520,41.508034,-81.4509085,0.108082572,0.000417345,1.4854,1,592,-81.44983369,41.5085635,Mayfield Heights Police Department,41.5195321,-81.4578798,0,4.072,7.1,4.072,6.8,1/19/2019 16:00,4.072,7.016666667
6144,14000US39035173103,center,3134,13294,593,53079,39,35,173103,39035173103,1731.03,Census Tract 1731.03,G5020,S,3294169,0,41.3759301,-81.7924785,0.09722958,0.000354561,1.27189,1,593,-81.7947175,41.36994204,Cleveland Downtown,41.5047834,-81.6856808,0,28.486,22.98333333,28.486,26.7,1/19/2019 16:00,28.486,22.93333333
6146,14000US39035173103,fire,1864,9316,593,53079,39,35,173103,39035173103,1731.03,Census Tract 1731.03,G5020,S,3294169,0,41.3759301,-81.7924785,0.09722958,0.000354561,1.27189,1,593,-81.7947175,41.36994204,Great Lakes Fire Systems LLC,41.3633397,-81.7877756,0,1.518,2.833333333,1.518,2.85,1/19/2019 16:00,1.518,2.683333333
6151,14000US39035173103,grocery,1229,6141,593,53079,39,35,173103,39035173103,1731.03,Census Tract 1731.03,G5020,S,3294169,0,41.3759301,-81.7924785,0.09722958,0.000354561,1.27189,1,593,-81.7947175,41.36994204,Heinen's Grocery Store,41.3703412,-81.8047626,0,1.391,3.866666667,1.391,3.85,1/19/2019 16:00,1.391,3.666666667
6156,14000US39035173103,hospital,594,2966,593,53079,39,35,173103,39035173103,1731.03,Census Tract 1731.03,G5020,S,3294169,0,41.3759301,-81.7924785,0.09722958,0.000354561,1.27189,1,593,-81.7947175,41.36994204,Southwest General Hospital,41.370727,-81.8319943,0,3.841,8.883333333,3.841,7.916666667,1/19/2019 16:00,3.841,8.25
6160,14000US39035173103,police,2499,12491,593,53079,39,35,173103,39035173103,1731.03,Census Tract 1731.03,G5020,S,3294169,0,41.3759301,-81.7924785,0.09722958,0.000354561,1.27189,1,593,-81.7947175,41.36994204,Middleburg Heights Police Department,41.3724784,-81.8099851,0,1.842,4.366666667,1.842,4.166666667,1/19/2019 16:00,1.842,3.933333333
6162,14000US39035173104,center,3135,13295,594,53080,39,35,173104,39035173104,1731.04,Census Tract 1731.04,G5020,S,7387901,29356,41.381374,-81.8214789,0.137278463,0.000798389,2.8524799,0.995026083,594,-81.8216731,41.38014139,Cleveland Downtown,41.5047834,-81.6856808,0,25.981,21.5,25.981,24.2,1/19/2019 16:00,25.981,22.03333333
6166,14000US39035173104,fire,1865,9321,594,53080,39,35,173104,39035173104,1731.04,Census Tract 1731.04,G5020,S,7387901,29356,41.381374,-81.8214789,0.137278463,0.000798389,2.8524799,0.995026083,594,-81.8216731,41.38014139,Middleburg Heights Fire Department,41.3720358,-81.8102586,0,2.475,6.416666667,2.475,6.083333333,1/19/2019 16:00,2.475,6.433333333
6171,14000US39035173104,grocery,1230,6146,594,53080,39,35,173104,39035173104,1731.04,Census Tract 1731.04,G5020,S,7387901,29356,41.381374,-81.8214789,0.137278463,0.000798389,2.8524799,0.995026083,594,-81.8216731,41.38014139,ALDI,41.3727349,-81.8296743,0,1.682,4.6,1.682,4.533333333,1/19/2019 16:00,1.682,4.65
6176,14000US39035173104,hospital,595,2971,594,53080,39,35,173104,39035173104,1731.04,Census Tract 1731.04,G5020,S,7387901,29356,41.381374,-81.8214789,0.137278463,0.000798389,2.8524799,0.995026083,594,-81.8216731,41.38014139,Regency Hospital Cleveland West,41.3774292,-81.8276733,0,0.912,3.15,0.912,3.183333333,1/19/2019 16:00,0.912,3.2
6178,14000US39035173104,police,2500,12496,594,53080,39,35,173104,39035173104,1731.04,Census Tract 1731.04,G5020,S,7387901,29356,41.381374,-81.8214789,0.137278463,0.000798389,2.8524799,0.995026083,594,-81.8216731,41.38014139,Middleburg Heights Police Department,41.3724784,-81.8099851,0,2.648,6.783333333,2.648,6.15,1/19/2019 16:00,2.648,6.8
6182,14000US39035173105,center,2856,13016,315,51814,39,35,173105,39035173105,1731.05,Census Tract 1731.05,G5020,S,1669962,0,41.3566076,-81.7921383,0.056316045,0.00017969,0.644776,1,315,-81.79213824,41.35660774,Cleveland Downtown,41.5047834,-81.6856808,0,31.041,24.18333333,31.041,28,1/19/2019 16:00,31.041,24.56666667
6186,14000US39035173105,fire,1586,7926,315,51814,39,35,173105,39035173105,1731.05,Census Tract 1731.05,G5020,S,1669962,0,41.3566076,-81.7921383,0.056316045,0.00017969,0.644776,1,315,-81.79213824,41.35660774,Great Lakes Fire Systems LLC,41.3633397,-81.7877756,0,1.654,3.066666667,1.654,3.083333333,1/19/2019 16:00,1.654,3.016666667
6192,14000US39035173105,grocery,951,4751,315,51814,39,35,173105,39035173105,1731.05,Census Tract 1731.05,G5020,S,1669962,0,41.3566076,-81.7921383,0.056316045,0.00017969,0.644776,1,315,-81.79213824,41.35660774,Heinen's Grocery Store,41.3703412,-81.8047626,0,2.502,6.416666667,2.502,6.183333333,1/19/2019 16:00,2.502,6.3
6193,14000US39035173105,hospital,316,1576,315,51814,39,35,173105,39035173105,1731.05,Census Tract 1731.05,G5020,S,1669962,0,41.3566076,-81.7921383,0.056316045,0.00017969,0.644776,1,315,-81.79213824,41.35660774,Southwest General Hospital,41.370727,-81.8319943,0,5.478,9.033333333,5.478,9.5,1/19/2019 16:00,5.478,9.166666667
6197,14000US39035173105,police,2221,11101,315,51814,39,35,173105,39035173105,1731.05,Census Tract 1731.05,G5020,S,1669962,0,41.3566076,-81.7921383,0.056316045,0.00017969,0.644776,1,315,-81.79213824,41.35660774,Middleburg Heights Police Department,41.3724784,-81.8099851,0,2.73,6.35,2.73,5.933333333,1/19/2019 16:00,2.73,6.133333333
6204,14000US39035173106,center,3136,13296,595,53081,39,35,173106,39035173106,1731.06,Census Tract 1731.06,G5020,S,2349600,0,41.3581003,-81.8070951,0.067753277,0.000252825,0.907185,1,595,-81.80709479,41.35810042,Cleveland Downtown,41.5047834,-81.6856808,0,29.485,21.68333333,29.485,25.8,1/19/2019 16:00,29.485,22.05
6207,14000US39035173106,fire,1866,9326,595,53081,39,35,173106,39035173106,1731.06,Census Tract 1731.06,G5020,S,2349600,0,41.3581003,-81.8070951,0.067753277,0.000252825,0.907185,1,595,-81.80709479,41.35810042,Middleburg Heights Fire Department,41.3720358,-81.8102586,0,2.429,4.75,2.429,4.983333333,1/19/2019 16:00,2.429,4.383333333
6210,14000US39035173106,grocery,1231,6151,595,53081,39,35,173106,39035173106,1731.06,Census Tract 1731.06,G5020,S,2349600,0,41.3581003,-81.8070951,0.067753277,0.000252825,0.907185,1,595,-81.80709479,41.35810042,Mediterranean Market,41.3594732,-81.8141331,0,0.892,2.016666667,0.892,2.533333333,1/19/2019 16:00,0.892,1.966666667
6216,14000US39035173106,hospital,596,2976,595,53081,39,35,173106,39035173106,1731.06,Census Tract 1731.06,G5020,S,2349600,0,41.3581003,-81.8070951,0.067753277,0.000252825,0.907185,1,595,-81.80709479,41.35810042,University Hospitals,41.3693567,-81.8328234,0,3.764,6.033333333,3.764,6.5,1/19/2019 16:00,3.764,6.116666667
6219,14000US39035173106,police,2501,12501,595,53081,39,35,173106,39035173106,1731.06,Census Tract 1731.06,G5020,S,2349600,0,41.3581003,-81.8070951,0.067753277,0.000252825,0.907185,1,595,-81.80709479,41.35810042,Middleburg Heights Police Department,41.3724784,-81.8099851,0,2.366,4.8,2.366,4.933333333,1/19/2019 16:00,2.366,4.45
6222,14000US39035173107,center,2551,12711,10,50670,39,35,173107,39035173107,1731.07,Census Tract 1731.07,G5020,S,6184968,0,41.3612047,-81.8284588,0.14027635,0.000665557,2.3880301,0.991858098,10,-81.82845787,41.36120477,Cleveland Downtown,41.5047834,-81.6856808,0,28.005,21.63333333,28.005,24.86666667,1/19/2019 16:00,28.005,22.05
6225,14000US39035173107,fire,1281,6401,10,50670,39,35,173107,39035173107,1731.07,Census Tract 1731.07,G5020,S,6184968,0,41.3612047,-81.8284588,0.14027635,0.000665557,2.3880301,0.991858098,10,-81.82845787,41.36120477,Middleburg Heights Fire Department,41.3720358,-81.8102586,0,2.908,5.55,2.908,5.516666667,1/19/2019 16:00,2.908,5.5
6229,14000US39035173107,grocery,646,3226,10,50670,39,35,173107,39035173107,1731.07,Census Tract 1731.07,G5020,S,6184968,0,41.3612047,-81.8284588,0.14027635,0.000665557,2.3880301,0.991858098,10,-81.82845787,41.36120477,Tommy's Jerky Outlet,41.359359,-81.814388,0,1.226,3.066666667,1.226,3.183333333,1/19/2019 16:00,1.226,2.883333333
6234,14000US39035173107,hospital,11,51,10,50670,39,35,173107,39035173107,1731.07,Census Tract 1731.07,G5020,S,6184968,0,41.3612047,-81.8284588,0.14027635,0.000665557,2.3880301,0.991858098,10,-81.82845787,41.36120477,University Hospitals,41.3693567,-81.8328234,0,1.73,2.5,1.73,2.583333333,1/19/2019 16:00,1.73,2.7
6237,14000US39035173107,police,1916,9576,10,50670,39,35,173107,39035173107,1731.07,Census Tract 1731.07,G5020,S,6184968,0,41.3612047,-81.8284588,0.14027635,0.000665557,2.3880301,0.991858098,10,-81.82845787,41.36120477,Middleburg Heights Police Department,41.3724784,-81.8099851,0,2.652,5.35,2.652,5.333333333,1/19/2019 16:00,2.652,5.383333333
6244,14000US39035174103,center,3137,13297,596,53082,39,35,174103,39035174103,1741.03,Census Tract 1741.03,G5020,S,5194241,0,41.4086377,-81.9514778,0.146525938,0.000559347,2.0055101,1,596,-81.9514757,41.40863777,Cleveland Downtown,41.5047834,-81.6856808,0,33.393,24.98333333,33.393,29.18333333,1/19/2019 16:00,33.393,25.35
6247,14000US39035174103,fire,1867,9331,596,53082,39,35,174103,39035174103,1741.03,Census Tract 1741.03,G5020,S,5194241,0,41.4086377,-81.9514778,0.146525938,0.000559347,2.0055101,1,596,-81.9514757,41.40863777,North Olmsted Fire Station 2,41.405218,-81.9482818,0,0.477,1.25,0.477,1.25,1/19/2019 16:00,0.477,1.25
6250,14000US39035174103,grocery,1232,6156,596,53082,39,35,174103,39035174103,1741.03,Census Tract 1741.03,G5020,S,5194241,0,41.4086377,-81.9514778,0.146525938,0.000559347,2.0055101,1,596,-81.9514757,41.40863777,Giant Eagle Supermarket,41.4169934,-81.9260359,0,2.841,7.45,2.841,6.916666667,1/19/2019 16:00,2.841,6.7
